doc_id,route,agent1_model,agent1_chemical,agent1_physical,agent1_biological,agent1_methodology,agent1_frame,agent1_n_items,agent1_raw,agent1_time_s,agent1_parse_error,agent1_error,kw_top_pbs,kw_top_score,agent3_model,llm_primary_pb,llm_primary_conf,llm_secondary_pbs,llm_rejected_pbs,llm_reasoning,agent3_time_s,agent3_error,agent4_invoked,agent4_decision,agent4_confidence,agent4_reasoning,agent4_candidates,agent4_time_s,agent4_error,final_primary_pb,total_time_s
bb87293d7644,llm_judged,qwen2.5:3b,,,,mentioned,earth_sciences,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",10.522,,,PB1(3),3,qwen2.5:14b,None,N/A,None,PB1,"The abstract discusses theoretical and empirical aspects of global climate change governance, focusing on the interactions between public and private sectors. It does not measure or model any biophysical variables related to climate change but rather examines governance structures and normative questions around effective and legitimate climate action. The small extractor's methodological mention is likely due to the abstract's discussion of theoretical frameworks and empirical findings in climate governance, which do not involve actual measurement or modeling of physical metrics.",7.051,,True,None,High,"The abstract discusses theoretical and conceptual aspects of climate governance without engaging in active measurement, modeling, or imposing scenarios related to climate change. It focuses on scholarly debates rather than empirical studies or simulations.",PB1,3.142,,None,20.719
3d6573117d0b,llm_judged,qwen2.5:3b,,,,mentioned,earth_sciences,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.423,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses rethinking societal positions and values to better address global environmental threats. It emphasizes the importance of reconnecting with natural ecosystems but does not measure, model or experimentally manipulate any biophysical variables related to Planetary Boundaries. The small extractor and keyword overlap scorer did not identify any relevant physical metrics or chemical species.",6.448,,,,,,,,,None,7.875
788da8b73d1d,llm_judged,qwen2.5:3b,ionic liquid; switchgrass,,,measured,engineering,2,"{
  ""chemical_species"": [""ionic liquid"", ""switchgrass""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""engineering""
}",1.534,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the scale-up and evaluation of ionic liquid pretreatment for switchgrass to produce fermentable sugars, which is a process related to biofuel production. This does not directly measure or model any biophysical planetary boundary variables but rather discusses an engineering method for biomass processing. The small extractor and keyword overlap scorer did not identify any relevant PB terms.",6.358,,,,,,,,,None,7.895
73261bea95b6,llm_judged,qwen2.5:3b,titin,,sudden cardiac death; cardiomyopathies; channelopathies; anatomical healthy hearts; non-conclusive causes of death after comprehensive autopsy,measured,biology,6,"{
  ""chemical_species"": [""titin""],
  ""physical_metrics"": [],
  ""biological_observations"": [""sudden cardiac death"", ""cardiomyopathies"", ""channelopathies"", ""anatomical healthy hearts"", ""non-conclusive causes of death after comprehensive autopsy""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",2.464,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The research focuses on identifying potentially pathogenic genetic variants in titin associated with sudden cardiac death. The study measures rare and novel genetic variants but does not engage with any biophysical processes or environmental variables related to the Planetary Boundaries framework. Therefore, this paper falls outside the scope of PBs.",6.474,,,,,,,,,None,8.943
455162266eca,llm_judged,qwen2.5:3b,,Matrix Factorization,,mentioned,engineering,1,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""Matrix Factorization""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",1.415,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract describes a novel hybrid recommendation strategy that refines Collaborative Filtering (CF) by capturing non-linear user-resource dynamics. The focus is on improving the recommendation system's performance through data mining and information filtering techniques, without any direct measurement or modeling of biophysical variables related to Planetary Boundaries. Neither chemical species nor physical metrics relevant to PBs are mentioned in a way that would indicate an operational object being measured or modeled.",7.341,,,,,,,,,None,8.758
f13c652030d7,llm_judged,qwen2.5:3b,carbon; black; fires; fire; residue; savanna; fraction; formation,volatilization; sulfur; nitrogen,black carbon formation; nutrient cycling; carbon exposure; fire emissions; biospheric carbon,measured,earth_sciences,16,"{
  ""chemical_species"": [""carbon"", ""black"", ""fires"", ""fire"", ""residue"", ""savanna"", ""fraction"", ""formation""],
  ""physical_metrics"": [""volatilization"", ""sulfur"", ""hydrogen"", ""nitrogen"", ""mass"", ""radiation"", ""geophysical processes""],
  ""biological_observations"": [""black carbon formation"", ""nutrient cycling"", ""carbon exposure"", ""fire emissions"", ""biospheric carbon"", ""atmospheric CO2""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",4.024,,,PB9(3),3,qwen2.5:14b,PB9,High,"PB4, PB1","PB2, PB3, PB5, PB6, PB7, PB8","The abstract measures the formation of black carbon in savanna fires and its correlation with volatilization ratios of C, H, N, and S. The primary focus is on quantifying black carbon production and its impact on nutrient cycling and atmospheric CO2. This aligns closely with PB9's core definition involving atmospheric aerosol loading from human activity. While the abstract mentions nutrients (PB4) and carbon emissions (PB1), these are not the main analytical focus.",8.581,,,,,,,,,PB9,12.61
ec09b2719157,llm_judged,qwen2.5:3b,dust; aerosol,46.3%; 78.4%; 21.6%,,modelled,earth_sciences,5,"{
  ""chemical_species"": [""dust"", ""aerosol""],
  ""physical_metrics"": [
    ""-138.9 Wm−2"",
    ""69.1 Wm−2"",
    ""-69.7 Wm−2"",
    ""46.3%"",
    ""78.4%"",
    ""21.6%""
  ],
  ""biological_observations"": [],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",3.496,,,PB1(3); PB9(3),3,qwen2.5:14b,PB9,High,None,PB1,"The abstract focuses on the impact of Asian dust on cloud radiative forcing, using satellite data and a radiative transfer model to quantify aerosol effects. The primary variable measured is the direct and indirect influence of dust aerosols on cloud properties and radiation balance, which aligns with PB9's core definition of atmospheric aerosol loading. While there are mentions of climate-related terms like 'radiative forcing', these do not constitute an active measurement or modeling of climate change itself, thus excluding PB1.",7.212,,,,,,,,,PB9,10.711
683e518543a2,llm_judged,qwen2.5:3b,brown carbon,,,measured,chemistry,1,"{
  ""chemical_species"": [""brown carbon""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""chemistry""
}",1.541,,,,0,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB4, PB5, PB6, PB7, PB8","The abstract focuses on the measurement and calibration of organic carbon (OC) and elemental carbon (EC) using multi-wavelength reflectance and transmittance values. The primary variable being measured is atmospheric aerosol loading, specifically particulate matter like black and brown carbon. This aligns with PB9's core definition involving human-generated aerosols affecting air quality and climate patterns. While the small extractor identified 'brown carbon' as a chemical species and suggested methodology=measured, it did not provide additional conflicting information.",8.249,,,,,,,,,PB9,9.796
496666e9b6da,llm_judged,qwen2.5:3b,aerosol; cloud; activation; cdnc; schemes,CDNC; global-scale cloud droplet number concentration (CDNC); satellite-derived/cloud optical thickness; liquid water path; column CDNC; shortwave cloud forcing,,measured,earth_sciences,11,"{
  ""chemical_species"": [""aerosol"", ""cloud"", ""activation"", ""cdnc"", ""schemes""],
  ""physical_metrics"": [""CDNC"", ""global-scale cloud droplet number concentration (CDNC)"", ""satellite-derived/cloud optical thickness"", ""liquid water path"", ""column CDNC"", ""shortwave cloud forcing""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",9.22,,,PB1(6); PB9(5),6,qwen2.5:14b,PB9,High,PB1,"PB2, PB3, PB4, PB5, PB6, PB7, PB8","The research focuses on the incorporation of various aerosol activation schemes into a climate model to better predict cloud droplet number concentration (CDNC) and its impact on radiative forcing. The primary variable being measured is CDNC, which directly relates to atmospheric aerosols and their interaction with clouds. This aligns closely with PB9's core definition concerning atmospheric aerosol loading and its effects on regional climate patterns. While the abstract mentions 'climate change' terms, these are used in a broader context rather than as an active variable being modeled.",17.778,,,,,,,,,PB9,27.007
4f22542e7388,llm_judged,qwen2.5:3b,,topography; bathymetry; tidal dissipation; vegetation; aerosol distributions; river runoff,vegetation,modelled,earth_sciences,7,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""topography"", ""bathymetry"", ""tidal dissipation"", ""vegetation"", ""aerosol distributions"", ""river runoff""],
  ""biological_observations"": [""vegetation""],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",16.369,,,,0,qwen2.5:14b,PB9,Medium,PB3,"PB1, PB2, PB4, PB5, PB6, PB7, PB8","The abstract describes the construction of climate model boundary conditions for the early Eocene period, including topography, bathymetry, tidal dissipation, vegetation, aerosol distributions, and river runoff. The primary focus is on modeling these variables to facilitate high-resolution climate simulations. While the term 'climate' is mentioned, it does not indicate an active measurement or modeling of climatic conditions but rather serves as a background context for the boundary condition development. The small extractor identified physical metrics related to aerosol distributions and tidal dissipation, which are relevant to PB9 and PB3 respectively, but these do not constitute the primary focus of the research.",31.89,,,,,,,,,PB9,48.263
83a1b1987b47,llm_judged,qwen2.5:3b,,TROPOMI; oxygen A-band; radiative transfer model (RTM); neural networks; iterative optimal estimation technique; cloud-free scenes; ocean; land; aerosols; UVAI,,modelled,engineering,10,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""TROPOMI"", ""oxygen A-band"", ""radiative transfer model (RTM)"", ""neural networks"", ""iterative optimal estimation technique"", ""cloud-free scenes"", ""ocean"", ""land"", ""aerosols"", ""UVAI""],
  ""biological_observations"": [],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""engineering""
}",13.271,,,PB9(3),3,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The abstract focuses on the TROPOMI ALH product, which measures aerosol layer height over cloud-free scenes using oxygen A-band measurements and radiative transfer models. This directly aligns with PB9's core definition of atmospheric aerosol loading. The methodology involves modeling and retrieving aerosol data explicitly, confirming it is not mere background context.",30.314,,,,,,,,,PB9,43.59
89c5bea6f4b6,llm_judged,qwen2.5:3b,,Knudsen flow; reaction mechanism,,measured,engineering,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""Knudsen flow"", ""reaction mechanism""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""engineering""
}",10.088,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract describes Knudsen flow experiments to reveal interfacial reactions on a molecular level, focusing on adsorption/desorption kinetics and quantitative uptake. This is purely experimental methodology without any direct measurement or modeling of variables related to the Planetary Boundaries framework. The small extractor identified physical metrics but no chemical species or biological observations, aligning with the abstract's content.",18.385,,,,,,,,,None,28.476
ad9445fe976c,llm_judged,qwen2.5:3b,,GF; RH; dry diameter; number fraction of different hygroscopic groups; atmospheric mixing layer; boundary layer,,measured,earth_sciences,6,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""GF"", 
    ""RH"", 
    ""dry diameter"", 
    ""number fraction of different hygroscopic groups"", 
    ""atmospheric mixing layer"", 
    ""boundary layer""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",5.914,,,,0,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The abstract measures the hygroscopic growth factor (GF) of submicron aerosol particles at various relative humidities, focusing on their physical properties and diurnal variations. This aligns with PB9's core definition concerning atmospheric aerosols and particulate matter. The methodology involves detailed measurements using HH-TDMA and simulations with PartMC-MOSAIC, confirming the operational object is explicitly quantified. Neither small extractor nor keyword scorer provided relevant signals for other PBs.",59.018,,,,,,,,,PB9,64.938
83964a920703,llm_judged,qwen2.5:3b,aerosol; cloud,cloud effective radius; cloud droplet number concentration; liquid water path; cloud fraction; cloud albedo; ice crystal concentrations; ice water content,,none,earth_sciences,9,"{
  ""chemical_species"": [""aerosol"", ""cloud""],
  ""physical_metrics"": [
    ""cloud effective radius"",
    ""cloud droplet number concentration"",
    ""liquid water path"",
    ""cloud fraction"",
    ""cloud albedo"",
    ""ice crystal concentrations"",
    ""ice water content""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured|modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",12.108,,,PB9(3),3,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The research measures the effects of volcanic aerosol emissions on cloud properties and climate interactions during specific degassing events at Kilauea volcano. The study focuses on quantifying changes in cloud effective radius, droplet number concentration, albedo, ice crystal concentrations, and other related metrics due to aerosols. This aligns with PB9's core definition of atmospheric aerosol loading affecting regional climate patterns. While the small extractor model identified relevant physical metrics but did not indicate methodology as 'measured', it supports the primary focus on aerosol-cloud interactions.",8.123,,,,,,,,,PB9,20.235
9164ad05c489,llm_judged,qwen2.5:3b,,aerosol; optical depth (AOD); spectral solar radiation; background conditions; fire characteristics,,measured,earth_sciences,5,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""aerosol"", ""optical depth (AOD)"", ""spectral solar radiation"", ""background conditions"", ""fire characteristics""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",2.274,,,PB9(3),3,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB4, PB5, PB6, PB7, PB8","The abstract focuses on the measurement of aerosol optical depth (AOD) and other microphysical properties during a mega-fire event in Siberia. The study compares these measurements with background conditions, clearly indicating an analysis of atmospheric particles under varying fire intensities. This aligns directly with PB9's core definition concerning human-induced changes to atmospheric aerosols. While the small extractor and keyword scorer both point towards PB9, they do not provide additional insights beyond what is explicitly stated in the abstract.",7.798,,,,,,,,,PB9,10.076
260cc6707374,llm_judged,qwen2.5:3b,DOM; DOC; DOP; DON,atmospheric ﬂuxes; dissolved organic matter (DOM); dissolved organic carbon (DOC); dissolved organic phosphorus (DOP); dissolved organic nitrogen (DON),,measured,earth_sciences,9,"{
  ""chemical_species"": [""DOM"", ""DOC"", ""DOP"", ""DON""],
  ""physical_metrics"": [""atmospheric ﬂuxes"", ""dissolved organic matter (DOM)"", ""dissolved organic carbon (DOC)"", ""dissolved organic phosphorus (DOP)"", ""dissolved organic nitrogen (DON)""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",3.391,,,PB1(3),3,qwen2.5:14b,PB4,High,PB9,PB1,"The study measures atmospheric fluxes of dissolved organic matter (DOM) and its components, including DOC, DOP, and DON. The primary focus is on quantifying the impact of Saharan dust deposition on DOM dynamics in surface waters of the Mediterranean Sea. While climate change is mentioned as a potential driver for future research, it does not constitute the main analytical focus of this study. The small extractor correctly identified the measured variables but did not activate any specific PB due to its limited scope, while the keyword scorer suggested a weak link to PB1 which was misleading.",7.592,,,,,,,,,PB4,10.991
0672168600bf,llm_judged,qwen2.5:3b,sulfate; organics; ammonium; nitrate; methanesulfonic acid (MSA); dimethyl sulﬁde (DMS),non-refractory submicrometer aerosol mass loading; trace reactive gases methanol and acetone; average non-refractory portion of the background CCN budget; CCN concentrations; aerosol associated with ocean productivity; biomass burning aerosol; remote trans- port,particulate methanesulfonic acid (MSA); dimethyl sulﬁte (DMS),measured,earth_sciences,15,"{
  ""chemical_species"": [""sulfate"", ""organics"", ""ammonium"", ""nitrate"", ""methanesulfonic acid (MSA)"", ""dimethyl sulﬁde (DMS)""],
  ""physical_metrics"": [""non-refractory submicrometer aerosol mass loading"", ""trace reactive gases methanol and acetone"", ""average non-refractory portion of the background CCN budget"", ""CCN concentrations"", ""aerosol associated with ocean productivity"", ""biomass burning aerosol"", ""remote trans- port""],
  ""biological_observations"": [""particulate methanesulfonic acid (MSA)"", ""dimethyl sulﬁte (DMS)""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",5.371,,,PB9(5),5,qwen2.5:14b,PB9,High,None,"PB1, PB4","The abstract focuses on measuring the composition and sources of marine boundary layer clouds' cloud condensation nuclei (CCN) in the eastern North Atlantic. The study quantifies aerosol mass loading, trace gases, and CCN concentrations, which directly relate to atmospheric aerosols and their impact on regional climate patterns. This aligns with PB9's core definition of increased atmospheric aerosol particles affecting air quality and cloud processes. While chemical species like sulfate and organics are mentioned, they do not dominate the analysis as primary variables.",7.691,,,,,,,,,PB9,13.069
7e7db277fd49,llm_judged,qwen2.5:3b,SO2,,,measured,earth_sciences,1,"{
  ""chemical_species"": [""SO2""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.895,,,PB9(4); PB1(2),4,qwen2.5:14b,PB9,High,None,PB1,"The abstract focuses on measuring SO2 emissions using satellite retrievals and a hybrid 4D‐Var/mass balance emission inversion model. The primary variable of interest is the quantification of SO2 emissions, which directly impacts air quality and particulate matter formation (PM2.5). This aligns with PB9's focus on atmospheric aerosol loading due to human activity. While there are mentions of climate effects in the introduction, they do not constitute the core analytical focus of the paper.",7.894,,,,,,,,,PB9,9.806
edcffe92f4f7,llm_judged,qwen2.5:3b,Zn; Pb; Mn; Sn; Ni; Cr; Cu; As; Cd; Hg; Ti; V; Ba,PM10; PM2.5; ΣTM10; ΣTM2.5; Zn; Pb; Mn; Sn; Ni; Cr; Cu; As; Cd; Hg; Ti; V; Ba,respiratory health effects on resident populations,measured,earth_sciences,31,"{
  ""chemical_species"": [""Zn"", ""Pb"", ""Mn"", ""Sn"", ""Ni"", ""Cr"", ""Cu"", ""As"", ""Cd"", ""Hg"", ""Ti"", ""V"", ""Ba""],
  ""physical_metrics"": [""PM10"", ""PM2.5"", ""ΣTM10"", ""ΣTM2.5"", ""Zn"", ""Pb"", ""Mn"", ""Sn"", ""Ni"", ""Cr"", ""Cu"", ""As"", ""Cd"", ""Hg"", ""Ti"", ""V"", ""Ba""],
  ""biological_observations"": [""respiratory health effects on resident populations""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",5.106,,,PB9(8),8,qwen2.5:14b,PB9,High,None,"PB1, PB4, PB7","The research measures the trace metal content of airborne PM10 and PM2.5 particles in six Spanish towns over a year, focusing on particulate matter concentrations and their chemical composition. This aligns with PB9's focus on atmospheric aerosol loading due to explicit measurement of particulates (PM10 and PM2.5) and their health implications. The small extractor and keyword overlap scorer both support this classification.",6.285,,,,,,,,,PB9,11.396
b9283c8bb52e,llm_judged,qwen2.5:3b,AOD; absorbing aerosol,MODIS (AOD); Ozone Monitoring Instrument; Cloud-Aerosol Lidar and Infrared Pathﬁnder Satellite Observations (CALIPSO) products; Mass concentration of PM10; VFM,,none,earth_sciences,7,"{
  ""chemical_species"": [""AOD"", ""absorbing aerosol""],
  ""physical_metrics"": [""MODIS (AOD)"", ""Ozone Monitoring Instrument"", ""Cloud-Aerosol Lidar and Infrared Pathﬁnder Satellite Observations (CALIPSO) products"", ""Mass concentration of PM10"", ""VFM""],
  ""biological_observations"": [],
  ""methodology"": ""measured|modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",3.417,,,PB9(8),8,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The study focuses on the spatial distribution of aerosols and particulate matter (PM) during fog episodes in Pakistan, using satellite data and ground monitoring. The primary variable measured is PM10 concentration, which directly relates to atmospheric aerosol loading. This clearly activates PB9 as it involves explicit measurement of particulates and their types under specific weather conditions. While the study mentions broader environmental impacts, these are not quantified or modeled in a way that would activate other Planetary Boundaries.",7.679,,,,,,,,,PB9,11.103
d1fc7e47a220,llm_judged,qwen2.5:3b,α-pinene; organic material,,,measured,chemistry,2,"{
  ""chemical_species"": [""α-pinene"", ""organic material""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""chemistry""
}",1.703,,,PB9(3),3,qwen2.5:14b,PB9,High,None,"PB1, PB4","The abstract focuses on the chemical composition of secondary organic aerosol (SOA) particles formed by dark ozonolysis of α-pinene, measured using a high-resolution time-of-flight aerosol mass spectrometer. The study quantifies particle mass loading and chemical composition changes over several days under varying conditions. This operational object aligns with PB9's core definition concerning atmospheric aerosols and their effects on air quality and regional climate patterns. The small extractor and keyword overlap scorer both point towards PB9, supporting the conclusion.",7.003,,,,,,,,,PB9,8.713
56c7d6d62d7c,llm_judged,qwen2.5:3b,dust aerosol; single scattering albedo,short- wave radiative forcing; surface radiation quantities; aerosol shortwave direct radiative forcing (ARF); monthly averaged ARFEs (ARFs per unit aerosol optical depth at 500 nm (AOD500)); diurnal ARFs at the surface and top of the atmosphere (TOA); aerosol optical depth at 500 nm (AOD500),,none,earth_sciences,8,"{
  ""chemical_species"": [""dust aerosol"", ""single scattering albedo""],
  ""physical_metrics"": [
    ""short- wave radiative forcing"",
    ""surface radiation quantities"",
    ""aerosol shortwave direct radiative forcing (ARF)"",
    ""monthly averaged ARFEs (ARFs per unit aerosol optical depth at 500 nm (AOD500))"",
    ""diurnal ARFs at the surface and top of the atmosphere (TOA)"",
    ""aerosol optical depth at 500 nm (AOD500)""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured|modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",4.268,,,PB9(6); PB1(3),6,qwen2.5:14b,PB9,High,None,PB1,"The research measures and models dust aerosol characteristics, including their optical features and radiative impact on regional climate. The primary focus is on the short-wave direct radiative forcing (ARF) at both surface and top of atmosphere levels, which directly relates to atmospheric aerosol loading. This aligns with PB9's core definition involving particulate matter affecting air quality and regional climate patterns. While there are mentions of climate impacts, they do not constitute an active measurement or modeling of the climate system itself, thus excluding PB1.",13.475,,,,,,,,,PB9,17.749
6c517c5bda80,llm_judged,qwen2.5:3b,,,,mentioned,earth_sciences,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",5.936,,,,0,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The abstract focuses on proxies and measurement techniques for mineral dust in Antarctic ice cores. The primary variable being measured is mineral dust, which falls under atmospheric aerosol loading. This aligns with PB9's core definition of human-induced changes to atmospheric particles. There are no explicit mentions of climate change, ocean acidification, ozone depletion, biogeochemical flows, freshwater use, land-system change, biosphere integrity, or novel entities that would suggest a different primary planetary boundary.",18.718,,,,,,,,,PB9,24.658
08f457a29ab7,llm_judged,qwen2.5:3b,NO; O3; black carbon,,,measured,earth_sciences,3,"{
  ""chemical_species"": [""NO"", ""O3"", ""black carbon""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",8.12,,,PB9(3),3,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The abstract describes measurements of reactive halogen species, trace gases, and aerosols in the marine boundary layer. The focus is on characterizing atmospheric components and their vertical distribution using multiple platforms. While black carbon is mentioned, it does not dominate the analysis or serve as a primary variable being measured or modeled. The core measurement activities align with PB9 due to the emphasis on aerosol and particulate species.",16.562,,,,,,,,,PB9,24.687
